record_id,source,source_document,source_record_id,report_date,country,location,function,industry,activity,event_type,cause,narrative,what_went_wrong,corrective_actions,causal_factors,primary_life_saving_rule,secondary_life_saving_rule,life_saving_rules,severity,hospitalization,amputation,loss_of_eye,sif_potential,hazard,barrier,barrier_failure,potential_consequence,data_source_type,lsr_labels,lsr_primary,lsr_secondary,lsr_provenance,lsr_confidence,lsr_assignment_method,lsr_source_document,lsr_source_page,lsr_source_incident_group,lsr_match_score,lsr_match_evidence
OILPS_IOGP_SPI_0147,IOGP_SPI,IAOGP - Safety performance indicators.pdf,IOGP_SPI_P000,15 Mar 2025,USA,,Production,Oil and Gas Production and Operations,Production operations,,,"During seal replacement on a condensate pump, a valve was left open post-maintenance, leading to condensate 
release.","Following maintenance on a condensate pump a bleed valve left open, allowing release of condensate to the skid.","LOTO procedure incomplete, activity completed that was not included in the CoW permit scope, alarm 
acknowledged but not responded to.",PEOPLE (ACTS): Following Procedures: Deviation intentional (by individual or group),,,,Tier 1 PSE / Loss of Primary Containment,,,,1,,,Hardware Barrier Failures: Process Containment,,INDUSTRY_SPI_REPORT,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0,NOT_ASSIGNED,N/A,N/A,N/A,0.0,No defensible source-grounded match found.
OILPS_IOGP_SPI_0148,IOGP_SPI,IAOGP - Safety performance indicators.pdf,IOGP_SPI_P092,15 Aug 2025,USA,,Production,Oil and Gas Production and Operations,Production operations,,,"After bringing the well online following a frac hit, there was a release downstream of the 90-degree choke on the 
high-pressure separator.",Washout occurred in the dump system adjustable choke due to redirected flow from the sand damaged choke stem.,"Unknown integrity issues in the equipment from the previous operator, with existing wall loss/ erosion and flow of 
solids through the equipment.","PROCESS (CONDITIONS): Tools, Equipment, Materials and Products: Inadequate/defective tools/equipment/
materials/products
Safety performance indicators – Process safety events – 2025 data
91",,,,Tier 1 PSE / Loss of Primary Containment,,,,1,,,"Hardware Barrier Failures: Process Containment
Human Barrier Failures: Acceptance of handover or restart of facilities or equipment",,INDUSTRY_SPI_REPORT,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0,NOT_ASSIGNED,N/A,N/A,N/A,0.0,No defensible source-grounded match found.
OILPS_IOGP_SPI_0149,IOGP_SPI,IAOGP - Safety performance indicators.pdf,IOGP_SPI_P000,19 Sep 2025,USA,,Production,Oil and Gas Production and Operations,Production operations,,,Cylinder valve cover on a compressor was ejected off allowing a release of gas through the open cylinder.,"The securing stud that held the valve assembly in place snapped, causing the valve’s front component and plate to 
dislodge. The dislodged valve components hammered against the valve cover, causing the valve cover to fail and be 
ejected off the cylinder.",Valve caps inadequately torqued.,"PROCESS (CONDITIONS): Tools, Equipment, Materials and Products: Inadequate maintenance/inspection/testing",,,,Tier 1 PSE / Loss of Primary Containment,,,,1,,,Hardware Barrier Failures: Process Containment,,INDUSTRY_SPI_REPORT,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0,NOT_ASSIGNED,N/A,N/A,N/A,0.0,No defensible source-grounded match found.
OILPS_IOGP_SPI_0150,IOGP_SPI,IAOGP - Safety performance indicators.pdf,IOGP_SPI_P093,07 Jan 2025,USA,,Production,Oil and Gas Production and Operations,Production operations,,,"While bringing a compressor back online, a fire started at the front of the compressor.",Valve not tightened properly.,N/A.,"PROCESS (CONDITIONS): Organizational: Inadequate work standards/procedures
92
Safety performance indicators – Process safety events – 2025 data",,,,Tier 1 PSE / Loss of Primary Containment,,,,1,,,"Human Barrier Failures: Operating in accordance with procedures - PTW, Isolation of equipment, Overrides and 
inhibits of safety systems, Shift handover, etc.",,INDUSTRY_SPI_REPORT,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0,NOT_ASSIGNED,N/A,N/A,N/A,0.0,No defensible source-grounded match found.
OILPS_IOGP_SPI_0151,IOGP_SPI,IAOGP - Safety performance indicators.pdf,IOGP_SPI_P000,08 Jan 2025,USA,,Production,Oil and Gas Production and Operations,Production operations,,,"While trenching to lay an electrical line, equipment contacted a high-pressure gas injection line.",Complete line marking.,N/A.,PROCESS (CONDITIONS): Organizational: Inadequate work standards/procedures,,,,Tier 1 PSE / Loss of Primary Containment,,,,1,,,"Human Barrier Failures: Operating in accordance with procedures - PTW, Isolation of equipment, Overrides and 
inhibits of safety systems, Shift handover, etc.",,INDUSTRY_SPI_REPORT,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0,NOT_ASSIGNED,N/A,N/A,N/A,0.0,No defensible source-grounded match found.
OILPS_IOGP_SPI_0152,IOGP_SPI,IAOGP - Safety performance indicators.pdf,IOGP_SPI_P094,18 Jan 2025,USA,,Production,Oil and Gas Production and Operations,Production operations,,,Leak found on pipeline during operator visit.,Corrosion.,N/A.,"PROCESS (CONDITIONS): Tools, Equipment, Materials and Products: Inadequate maintenance/inspection/testing
Safety performance indicators – Process safety events – 2025 data
93",,,,Tier 1 PSE / Loss of Primary Containment,,,,1,,,"Human Barrier Failures: Surveillance, operator rounds and routine inspection",,INDUSTRY_SPI_REPORT,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0,NOT_ASSIGNED,N/A,N/A,N/A,0.0,No defensible source-grounded match found.
OILPS_IOGP_SPI_0153,IOGP_SPI,IAOGP - Safety performance indicators.pdf,IOGP_SPI_P000,27 Jan 2025,USA,,Production,Oil and Gas Production and Operations,Production operations,,,Two heaters caught fire and sustained damage.,Gasket failure.,N/A.,"PROCESS (CONDITIONS): Tools, Equipment, Materials and Products: Inadequate maintenance/inspection/testing",,,,Tier 1 PSE / Loss of Primary Containment,,,,1,,,Hardware Barrier Failures: Structural Integrity,,INDUSTRY_SPI_REPORT,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0,NOT_ASSIGNED,N/A,N/A,N/A,0.0,No defensible source-grounded match found.
OILPS_IOGP_SPI_0154,IOGP_SPI,IAOGP - Safety performance indicators.pdf,IOGP_SPI_P095,20 Aug 2025,USA,,Production,Oil and Gas Production and Operations,Production operations,,,"41.312 crude oil released, 32 bbls being in containment and 8.7 out. It happened because the seal on transfer pump 
blew out, right after a new one was installed on the same day as spill happened.",Transfer pump blew out.,Unknown.,"NONE: Unspecified
94
Safety performance indicators – Process safety events – 2025 data",,,,Tier 1 PSE / Loss of Primary Containment,,,,1,,,Hardware Barrier Failures: Structural Integrity,,INDUSTRY_SPI_REPORT,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0,NOT_ASSIGNED,N/A,N/A,N/A,0.0,No defensible source-grounded match found.
OILPS_IOGP_SPI_0155,IOGP_SPI,IAOGP - Safety performance indicators.pdf,IOGP_SPI_P000,24 Aug 2025,USA,,Production,Oil and Gas Production and Operations,Unspecified - other,,,"A fire incident occurred at the Central Tank Battery (CTB), with preliminary assessments indicating that the origin 
point was Lease Automatic Custody Transfer (LACT) unit Pump B. The ignition source remains undetermined at 
this time. The fire resulted in extensive damage to The LACT system, adjacent storage tanks, and MCC building. The 
estimated product involved with the incident is approximately 182 barrels of crude oil.",LACT Pump failure.,"Inconsistent workflows on performing work, Miscommunication of severity of pump damage, and better procedure 
for taking equipment out of service.","NONE: Unspecified
NORTH AMERICA OFFSHORE",,,,Tier 1 PSE / Loss of Primary Containment,,,,1,,,"Human Barrier Failures: Operating in accordance with procedures - PTW, Isolation of equipment, Overrides and 
inhibits of safety systems, Shift handover, etc.",,INDUSTRY_SPI_REPORT,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0,NOT_ASSIGNED,N/A,N/A,N/A,0.0,No defensible source-grounded match found.
OILPS_IOGP_SPI_0156,IOGP_SPI,IAOGP - Safety performance indicators.pdf,IOGP_SPI_P096,27 Jul 2025,Canada,,Production,Oil and Gas Production and Operations,Production operations,,,"During an offshore cargo offloading operation, a leak was identified on a cargo pump and offloading was suspended. 
The pump was shut down, the receiving vessel was disconnected, and response actions were taken; an estimated 
volume of oil was released from the pump area.","A steam fitting on cargo pump No. 1 failed, resulting in loss of containment. The investigation notes the fittings 
remained in place after their original use was no longer required, and the fitting was not specifically included or 
tested within routine PM scope.
Safety performance indicators – Process safety events – 2025 data
95

===PAGE_96===","Remove or positively isolate legacy connections that are no longer required, and ensure PM/inspection scopes 
explicitly include remaining fittings and potential leak points. Confirm operating conditions that can introduce 
vibration or abnormal loads are evaluated as part of readiness reviews prior to offloading.","PROCESS (CONDITIONS): Tools, Equipment, Materials and Products: Inadequate design/specification/management 
of change
PROCESS (CONDITIONS): Tools, Equipment, Materials and Products: Inadequate maintenance/inspection/testing
PROCESS (CONDITIONS): Organizational: Inadequate work standards/procedures",,,,Tier 1 PSE / Loss of Primary Containment,,,,1,,,"Hardware Barrier Failures: Process Containment
Human Barrier Failures: Surveillance, operator rounds and routine inspection",,INDUSTRY_SPI_REPORT,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0,NOT_ASSIGNED,N/A,N/A,N/A,0.0,No defensible source-grounded match found.
OILPS_IOGP_SPI_0157,IOGP_SPI,IAOGP - Safety performance indicators.pdf,IOGP_SPI_P097,05 Mar 2025,Mexico,,Production,Oil and Gas Production and Operations,Production operations,,,"During a walkthrough on the platform, a worker who was holding the position of Helper C perceived an abnormal 
noise near the fuel gas regulation package, which operates at 74 kg/cm². Upon inspecting the package, he identified 
the presence of gas in a 2” Ø x 600# line located on the mezzanine of the first level.
As he inspected the line more closely, he detected a loss of containment at the threaded connection between the 2” 
Ø x 600# line and the 2” x 600# coupling. He proceeded to tighten the 2” Ø coupling to the 2” Ø pipe, observing that 
the gas emission gradually decreased. Immediately afterward, the threaded coupling detached, leaving his left palm 
exposed to the gas coming out of the pipe.
He immediately informed the Control Room and secured the residual gas system. With support from the first aid 
brigade of the Processing Centre, he was transferred, conscious and walking on his own, from platform to the 
Processing Centre via lateral flight for medical attention.","A loss of containment occurred at a threaded connection on a high-pressure fuel gas line (˜74 kg/cm²).
The worker attempted to tighten a leaking threaded coupling while the line was pressurized, which is unsafe.
Tightening the live connection caused the threaded coupling to fail and detach completely, exposing the worker’s 
hand directly to escaping gas.
Threaded fittings are not robust for high-pressure gas service and are prone to failure due to vibration, wear, 
misalignment, or improper makeup.
Immediate isolation and depressurization were not performed before intervention, increasing the risk of injury and 
escalation.","Never tighten or repair a leaking pressurized gas connection. Any gas leak must trigger stop work, evacuation, 
notification to the Control Room, isolation, and depressurization.
Threaded connections should be avoided in high-pressure fuel gas systems; welded or flanged joints are safer and 
more reliable.
96
Safety performance indicators – Process safety events – 2025 data
===PAGE_97===
Workers must recognize “line of fire” and stored energy hazards and apply Stop-Work Authority without hesitation.
Clear procedures and training are essential for responding to gas leaks, emphasizing that leak mitigation is not a 
field adjustment task.
Preventive maintenance and inspections should focus on known weak points such as threaded joints, especially in 
vibrating areas like mezzanines.
Early detection by the worker and prompt communication with the Control Room helped prevent a more severe 
outcome, highlighting the value of situational awareness and reporting.","PROCESS (CONDITIONS): Tools, Equipment, Materials and Products: Inadequate maintenance/inspection/testing",,,,Tier 1 PSE / Loss of Primary Containment,,,,1,,,Hardware Barrier Failures: Process Containment,,INDUSTRY_SPI_REPORT,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0,NOT_ASSIGNED,N/A,N/A,N/A,0.0,No defensible source-grounded match found.
OILPS_IOGP_SPI_0158,IOGP_SPI,IAOGP - Safety performance indicators.pdf,IOGP_SPI_P098,28 Apr 2025,Mexico,,Production,Oil and Gas Production and Operations,Production operations,,,"The subsea support vessel reported that during ballast removal activities on the Line, diving personnel identified, 
during the 06:00 technical schedule, a loss of containment located 57 cm from the field joint.
Subsequently, while continuing cleaning activities for resizing, a second loss of containment was identified 25 
cm from the field joint, also in the direction of platform. Personnel from the platform carried out operational 
adjustments to reduce the operating pressure of the outlet pipeline from the platform to the terminal from 23 to 20 
kg/cm². The quantification of the iridescence area and volume is in progress, with environmental impact yet to be 
determined.","During ballast removal and cleaning activities, two separate losses of containment were identified on the same 
pipeline:
• First leak 57 cm from the field joint.
• Second leak 25 cm from the field joint, toward the platform.
The discovery of a second leak while cleaning indicates degraded pipeline integrity, possibly due to corrosion, 
coating failure, or mechanical damage near the field joint area.
The line continued operating until pressure was reduced from 23 to 20 kg/cm², rather than being fully isolated.
The presence of iridescence confirms a hydrocarbon release, with environmental impact still under evaluation.
The proximity of both leaks to the field joint suggests a systemic weakness, not an isolated defect.","Field joints are critical integrity points and require enhanced inspection, monitoring, and protection, especially 
during subsea or underwater activities.
Cleaning and resizing activities can expose or worsen existing defects; therefore, integrity verification should be 
performed before and during such work.
When multiple leaks are detected, pressure reduction alone may be insufficient; isolation and shutdown criteria 
must be clearly defined and applied.
Safety performance indicators – Process safety events – 2025 data
97

===PAGE_98===
Early detection by diving personnel highlights the importance of qualified inspections during subsea operations.
Environmental response readiness must be immediate, including rapid quantification of release and impact 
assessment.
Findings should trigger a broader integrity assessment of similar lines and joints to prevent recurrence.","PROCESS (CONDITIONS): Tools, Equipment, Materials and Products: Inadequate maintenance/inspection/testing",,,,Tier 1 PSE / Loss of Primary Containment,,,,1,,,Hardware Barrier Failures: Process Containment,,INDUSTRY_SPI_REPORT,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0,NOT_ASSIGNED,N/A,N/A,N/A,0.0,No defensible source-grounded match found.
OILPS_IOGP_SPI_0159,IOGP_SPI,IAOGP - Safety performance indicators.pdf,IOGP_SPI_P099,12 Aug 2025,Mexico,,Production,Oil and Gas Production and Operations,Production operations,,,"The worker, holding the position of Plant Specialist Operator, was splashed with hot liquid (amine). He was 
transported via regular flight to the hospital for evaluation by a specialist. His health condition is stable, and one day 
of medical leave was issued.","A Plant Specialist Operator was splashed with hot amine, indicating a loss of control of a hazardous chemical 
during plant operations.
The splash suggests inadequate containment, shielding, or distance from the hot amine source at the moment of 
the task.
Possible contributing factors include equipment leakage, improper handling, insufficient barriers, or procedural 
gaps when working with hot fluids.
Although the injury was not severe, the event required hospital evaluation and medical leave, confirming it was a 
recordable exposure.","Hot amine systems present chemical and thermal burn hazards and must be treated as high-risk during operation 
and intervention.
Engineering controls (splash guards, insulation, shields, proper drainage) are critical to prevent direct exposure.
Strict adherence to PPE requirements (chemical-resistant gloves, face shield, goggles, flame-resistant clothing) is 
essential when working near hot amine.
Procedures and job safety analyses (JSA) should clearly identify splash and burn hazards and define safe positioning 
and distancing.
Even minor exposures highlight the need for continuous training on chemical hazard awareness and line-of-fire control.
Prompt medical response and transportation demonstrate good emergency response, but prevention remains the 
primary objective.","PEOPLE (ACTS): Following Procedures: Improper position (in the line of fire)
98
Safety performance indicators – Process safety events – 2025 data",,,,Tier 1 PSE / Loss of Primary Containment,,,,1,,,Hardware Barrier Failures: Process Containment,,INDUSTRY_SPI_REPORT,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0,NOT_ASSIGNED,N/A,N/A,N/A,0.0,No defensible source-grounded match found.
OILPS_IOGP_SPI_0160,IOGP_SPI,IAOGP - Safety performance indicators.pdf,IOGP_SPI_P000,13 Mar 2025,USA,,Production,Oil and Gas Production and Operations,Workover/Well services,,,"During a commissioning pressure test on newly installed equipment, the system failed to hold pressure. A field 
inspection identified a small leak from a tubing union fitting below a platform. The associated pump was shut down 
and the system pressure was safely relieved.",A tubing leak occurred in the turret resulting in the release of MeOH in the turret area.,"Prior to the incident it was believed that all significant hydrocarbon and MeOH leaks in the turret could be detected 
without human response/intervention. The incident revealed that this is not correct and that protocols and 
instructions have to address the aspect of hydrocarbon presence in the turret area that is to be considered as a 
confined space.","PROCESS (CONDITIONS): Tools, Equipment, Materials and Products: Inadequate maintenance/inspection/testing
PROCESS (CONDITIONS): Organizational: Inadequate hazard identification or risk assessment",,,,Tier 1 PSE / Loss of Primary Containment,,,,1,,,"Hardware Barrier Failures: Process Containment
Management System Element Barrier Failure: Plans and procedures",,INDUSTRY_SPI_REPORT,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0,NOT_ASSIGNED,N/A,N/A,N/A,0.0,No defensible source-grounded match found.
OILPS_IOGP_SPI_0161,IOGP_SPI,IAOGP - Safety performance indicators.pdf,IOGP_SPI_P100,20 Aug 2025,USA,,Production,Oil and Gas Production and Operations,Production operations,,,"During late-afternoon operations, a small-diameter tubing connection failed resulting in a nitrogen release from 
a high-pressure nitrogen line. A nearby worker was startled by the sudden release and injured his shoulder while 
moving away from the area.",Nitrogen (N2) tubing connection failed while workers were working in the area.,"The worker making up the fitting may have applied insufficient force or applied too much force to the fitting for the 
fitting to perform as designed.
Safety performance indicators – Process safety events – 2025 data
99

===PAGE_100===","PROCESS (CONDITIONS): Organizational: Inadequate training/competence
RUSSIA & CENTRAL ASIA ONSHORE",,,,Tier 1 PSE / Loss of Primary Containment,,,,1,,,Hardware Barrier Failures: Process Containment,,INDUSTRY_SPI_REPORT,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0,NOT_ASSIGNED,N/A,N/A,N/A,0.0,No defensible source-grounded match found.
OILPS_IOGP_SPI_0162,IOGP_SPI,IAOGP - Safety performance indicators.pdf,IOGP_SPI_P101,16 Jan 2025,Azerbaijan,,Production,Oil and Gas Production and Operations,Production operations,,,"A fire occurred at the diesel pumping station caused by a product release due to high vibration from the pump’s 
mechanical seal at an operating temperature of 250-260°C.","Mechanical seal failure
Excessive vibration
Operating temperature beyond seal capability
Insufficient detection and control
Operating conditions beyond design limits
Inadequate monitoring and preventive maintenance","Equipment must be operated within design limits
Mechanical integrity is critical
Vibration monitoring is essential
Preventive maintenance prevents escalation
Early detection and alarm systems save lives and assets
Equipment must be operated within design limits","PROCESS (CONDITIONS): Protective Systems: Inadequate/defective warning systems/safety devices
PROCESS (CONDITIONS): Tools, Equipment, Materials and Products: Inadequate maintenance/inspection/testing
PROCESS (CONDITIONS): Organizational: Inadequate work standards/procedures
PROCESS (CONDITIONS): Organizational: Inadequate hazard identification or risk assessment
100
Safety performance indicators – Process safety events – 2025 data",,,,Tier 1 PSE / Loss of Primary Containment,,,,1,,,"Hardware Barrier Failures: Process Containment
Hardware Barrier Failures: Ignition Control
Hardware Barrier Failures: Protection Systems - including deluge and fire water systems
Management System Element Barrier Failure: Asset design and integrity",,INDUSTRY_SPI_REPORT,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0,NOT_ASSIGNED,N/A,N/A,N/A,0.0,No defensible source-grounded match found.
OILPS_IOGP_SPI_0163,IOGP_SPI,IAOGP - Safety performance indicators.pdf,IOGP_SPI_P102,26 Jun 2025,Azerbaijan,,Production,Oil and Gas Production and Operations,Workover/Well services,,,A water-clay-gas mixture blowout was observed to erupt from an abandoned onshore well.,"Corrosion and material degradation.
Unexpected reservoir pressure.
Inadequate monitoring and maintenance.","Well abandonment integrity is critical.
Material degradation over time is inevitable.
Unexpected reservoir behavior can occur.
Monitoring is essential.
Strict plugging and sealing standards.
Post-abandonment monitoring.
Risk Assessment before abandonment.","PROCESS (CONDITIONS): Protective Systems: Inadequate/defective guards or protective barriers
PROCESS (CONDITIONS): Tools, Equipment, Materials and Products: Inadequate design/specification/management 
of change
PROCESS (CONDITIONS): Tools, Equipment, Materials and Products: Inadequate maintenance/inspection/testing
PROCESS (CONDITIONS): Organizational: Inadequate work standards/procedures
PROCESS (CONDITIONS): Organizational: Inadequate hazard identification or risk assessment
Safety performance indicators – Process safety events – 2025 data
101",,,,Tier 1 PSE / Loss of Primary Containment,,,,1,,,"Hardware Barrier Failures: Process Containment
Management System Element Barrier Failure: Asset design and integrity
Unspecified: Unspecified",,INDUSTRY_SPI_REPORT,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0,NOT_ASSIGNED,N/A,N/A,N/A,0.0,No defensible source-grounded match found.
OILPS_IOGP_SPI_0164,IOGP_SPI,IAOGP - Safety performance indicators.pdf,IOGP_SPI_P000,13 Jul 2025,Kazakhstan,,Production,Oil and Gas Production and Operations,Production operations,,,"Contractor personnel were performing a scheduled calibration of a flow meter in accordance with the preventive 
maintenance plan.
During the calibration process, the technician-initiated pressure stabilization by draining fluid through the 
designated drainage line. To enhance the drainage process, the technician also opted to use an additional line and 
proceeded to remove the plug at the end of that line.
Upon removal of the plug, an uncontrolled release of oil containing H2S occurred. Work was stopped immediately. 
Contractor workers H2S detectors activated, donned respirators and evacuated the area.","The Maintenance Procedure requirement was not followed as Contractor’s training was less than adequate for 
personnel regarding the instrumentation piping schemes, and instrument connection diagrams.","Maintenance Contractors are required to implement training or an annual knowledge assessment, with periodic 
participation of Company Maintenance representatives, specifically focused on instrumentation piping and hookup 
diagrams on Company equipment in accordance with Company Maintenance procedures.","PEOPLE (ACTS): Following Procedures: Improper position (in the line of fire)
PEOPLE (ACTS): Use of Tools, Equipment, Materials and Products: Improper use/position of tools/equipment/
materials/products
PEOPLE (ACTS): Use of Tools, Equipment, Materials and Products: Servicing of energized equipment/inadequate 
energy isolation
PROCESS (CONDITIONS): Organizational: Inadequate training/competence
PROCESS (CONDITIONS): Organizational: Inadequate hazard identification or risk assessment",,,,Tier 1 PSE / Loss of Primary Containment,,,,1,,,"Human Barrier Failures: Operating in accordance with procedures - PTW, Isolation of equipment, Overrides and 
inhibits of safety systems, Shift handover, etc.",,INDUSTRY_SPI_REPORT,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0,NOT_ASSIGNED,N/A,N/A,N/A,0.0,No defensible source-grounded match found.
OILPS_IOGP_SPI_0165,IOGP_SPI,IAOGP - Safety performance indicators.pdf,IOGP_SPI_P103,08 Mar 2025,Kazakhstan,,Production,Oil and Gas Production and Operations,Production operations,,,"A sour gas release occurred at high pressure gas separator. The release occurred while business partners were 
removing a pressure safety valve for inspection and recertification. While cracking a flange, two workers were 
exposed to H2S. As a result, one worker lost consciousness, the other was exposed and became dizzy but remained 
conscious. The exposed workers were not wearing required Self-Contained Breathing Apparatus.",Workers were not wearing required breathing apparatus when the H2S exposure occurred.,Unknown.,NONE: Unspecified,,,,Tier 1 PSE / Loss of Primary Containment,,,,1,,,Hardware Barrier Failures: Life-Saving Equipment - including evacuation systems,,INDUSTRY_SPI_REPORT,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0,NOT_ASSIGNED,N/A,N/A,N/A,0.0,No defensible source-grounded match found.
OILPS_IOGP_SPI_0166,IOGP_SPI,IAOGP - Safety performance indicators.pdf,IOGP_SPI_P104,16 Jun 2025,Kazakhstan,,Production,Oil and Gas Production and Operations,Production operations,,,"At 4:10 pm an emergency operator called to report that security, while patrolling the area, reported a gas smell 
along the road, at 100m distance from the Security gate. It was a fuel gas release from a 2” FG line during well 
preparation for MRM.",Unspecified.,N/A.,"NONE: Unspecified
Safety performance indicators – Process safety events – 2025 data
103",,,,Tier 1 PSE / Loss of Primary Containment,,,,1,,,Hardware Barrier Failures: Process Containment,,INDUSTRY_SPI_REPORT,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0,NOT_ASSIGNED,N/A,N/A,N/A,0.0,No defensible source-grounded match found.
OILPS_IOGP_SPI_0167,IOGP_SPI,IAOGP - Safety performance indicators.pdf,IOGP_SPI_P000,14 Dec 2025,Azerbaijan,,Production,Oil and Gas Production and Operations,Pipeline operations,,,"Oil patches were observed from the helicopter. Later it was confirmed that a leak had occurred from the subsea 20” 
pipeline.","Corrosion and material degradation.
Inadequate monitoring and maintenance.","Material degradation over time is inevitable.
Monitoring is essential.","PROCESS (CONDITIONS): Protective Systems: Inadequate/defective guards or protective barriers
PROCESS (CONDITIONS): Tools, Equipment, Materials and Products: Inadequate/defective tools/equipment/
materials/products
PROCESS (CONDITIONS): Tools, Equipment, Materials and Products: Inadequate maintenance/inspection/testing",,,,Tier 1 PSE / Loss of Primary Containment,,,,1,,,Hardware Barrier Failures: Process Containment,,INDUSTRY_SPI_REPORT,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0,NOT_ASSIGNED,N/A,N/A,N/A,0.0,No defensible source-grounded match found.
OILPS_IOGP_SPI_0168,IOGP_SPI,IAOGP - Safety performance indicators.pdf,IOGP_SPI_P105,12 Jul 2025,Azerbaijan,,Production,Oil and Gas Production and Operations,Production operations,,,"Gas release occurred from 8” blinded flange on TEG contactor due to the degradation of incorrect designed rubber 
gasket left installed.","Gas release occurred due to the degradation of a rubber gasket. The gasket was intended solely for transportation 
and was not replaced with a spiral wound gasket.
104
Safety performance indicators – Process safety events – 2025 data
===PAGE_105===",Vendor’s procedure did not include removing the temporary gasket and project QA/QC was not systematic.,"PROCESS (CONDITIONS): Tools, Equipment, Materials and Products: Inadequate/defective tools/equipment/
materials/products
SOUTH & CENTRAL AMERICA ONSHORE",,,,Tier 1 PSE / Loss of Primary Containment,,,,1,,,"Hardware Barrier Failures: Process Containment
Hardware Barrier Failures: Detection Systems",,INDUSTRY_SPI_REPORT,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0,NOT_ASSIGNED,N/A,N/A,N/A,0.0,No defensible source-grounded match found.
OILPS_IOGP_SPI_0169,IOGP_SPI,IAOGP - Safety performance indicators.pdf,IOGP_SPI_P106,01 Oct 2025,Argentina,,Production,Oil and Gas Production and Operations,Production operations,,,"Personnel arrive at the gas pipeline in order to uncover two valves. The excavator begins digging until the pipe 
is identified, then proceeds to remove the metal flag. As the material is removed, the valve fails, releasing gas 
pressure.","At the time of the excavation, there was no signalman on site; only the road equipment operator was working.
The integrity condition of the pipeline was degraded.","Define a matrix of excavation tasks, taking into account the necessary resources and safeguards in cases where the 
standard excavation cannot be met.","PEOPLE (ACTS): Following Procedures: Deviation unintentional (by individual or group)
PEOPLE (ACTS): Inattention/Lack of Awareness: Improper decision making or lack of judgment
PROCESS (CONDITIONS): Tools, Equipment, Materials and Products: Inadequate design/specification/management 
of change
Safety performance indicators – Process safety events – 2025 data
105",,,,Tier 1 PSE / Loss of Primary Containment,,,,1,,,"Hardware Barrier Failures: Structural Integrity
Human Barrier Failures: Operating in accordance with procedures - PTW, Isolation of equipment, Overrides and 
inhibits of safety systems, Shift handover, etc.",,INDUSTRY_SPI_REPORT,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0,NOT_ASSIGNED,N/A,N/A,N/A,0.0,No defensible source-grounded match found.
OILPS_IOGP_SPI_0170,IOGP_SPI,IAOGP - Safety performance indicators.pdf,IOGP_SPI_P000,22 Oct 2025,Argentina,,Production,Oil and Gas Production and Operations,Production operations,,,"During fibre optic installation work, an 8” pipe was broken by a backhoe excavator.","At the time of the excavation, there was no work permit approved for this task. 
The work plan did not include excavation equipment.
The risk analysis did not include excavation equipment.","Qualification of staff and contractors in Safe Work Permit.
Implement manual probing in excavation tasks.","PEOPLE (ACTS): Following Procedures: Deviation unintentional (by individual or group)
PROCESS (CONDITIONS): Protective Systems: Inadequate security provisions or systems
PROCESS (CONDITIONS): Organizational: Inadequate training/competence
PROCESS (CONDITIONS): Organizational: Inadequate hazard identification or risk assessment
PROCESS (CONDITIONS): Organizational: Inadequate supervision",,,,Tier 1 PSE / Loss of Primary Containment,,,,1,,,"Hardware Barrier Failures: Structural Integrity
Human Barrier Failures: Operating in accordance with procedures - PTW, Isolation of equipment, Overrides and 
inhibits of safety systems, Shift handover, etc.
Management System Element Barrier Failure: Asset design and integrity",,INDUSTRY_SPI_REPORT,UNKNOWN,UNKNOWN,UNKNOWN,UNKNOWN,0.0,NOT_ASSIGNED,N/A,N/A,N/A,0.0,No defensible source-grounded match found.
