record_id,source,narrative,label_count,lsr_label_provenance,lsr_bypassing_safety_controls,lsr_confined_space,lsr_driving,lsr_energy_isolation,lsr_hot_work,lsr_line_of_fire,lsr_safe_mechanical_lifting,lsr_toxic_gas___hazardous_substance,lsr_working_at_height
OILPS_IOGP_HPE_0011,IOGP_HPE,"At approximately 06:30, lifting operations were being conducted to move spools from the main deck to the cellar/
sub-cellar deck.
Because no direct lifting path existed, the crew chose to lift the load through a slickline hatch, which constituted 
a complex lift and was not covered by the approved PTW. The crane operator had no line of sight and was 
communicating by radio only.
During lifting, the hook snagged the hatch plate. The rigger, who was standing on the hatch cover to guide the load, 
attempted to stop the lift. The plate dislodged and the rigger fell approximately 6.5 m to the deck below.
The injured person was medevaced with serious injuries. The event had clear fatality potential.",0,SOURCE_GROUNDED,0,0,0,0,0,0,0,0,0
OILPS_IOGP_HPE_0012,IOGP_HPE,"While parking the starboard (STBD) crane following routine lifting operations, the crane boom was brought down 
into the boom rest abruptly rather than in a controlled manner. This sudden placement generated an unexpected 
impact load on the crane structure, producing a loud bang that was heard in the vicinity of the crane pedestal and 
surrounding areas.
The abrupt motion and resulting impact load may have introduced a shock event into the crane’s hydraulic or 
electrical systems. A process shutdown occurred minutes after this impact, and although the causal link has not yet 
been fully established, the timing suggests the crane event may have contributed to or triggered the shutdown.",0,SOURCE_GROUNDED,0,0,0,0,0,0,0,0,0
OILPS_IOGP_HPE_0013,IOGP_HPE,"Contractor carrying out repairs on the Scale Inhibitor Injection system, the system was understood to have been 
depressurised. As the contractor started to release an end cap, the cap was projected downwards under pressure. 
The cap went directly downwards into a section of plant close to a walkway. This could have had potential to impact 
personnel.",0,SOURCE_GROUNDED,0,0,0,0,0,0,0,0,0
OILPS_IOGP_HPE_0014,IOGP_HPE,"Flex Joint strikes handrail creating 2 Dropped Objects. During the removal of the Flex Joint from the Riser Feeding 
Machine (RFM) using the starboard crane, the aft sling of the Flex Joint became hung up on the RFM bucket. As the 
lift continued, the sling suddenly released, causing the Flex Joint to swing unexpectedly.
The uncontrolled movement resulted in the Flex Joint striking and damaging the RFM track and the associated 
emergency-stop device. The Flex Joint then continued its swing path until coming to rest against the starboard-side 
handrail.
The impact dislodged two sections of the handrail, weighing 2.4 kg and 4.6 kg, corresponding to 377 Joules and 722 
Joules of potential energy respectively. Both handrail sections fell approximately 16 metres to the Riser Deck below.",0,SOURCE_GROUNDED,0,0,0,0,0,0,0,0,0
OILPS_IOGP_HPE_0015,IOGP_HPE,"Operator observed a concrete block on the tray of a flatbed truck and attempted to pick it up with the Front-end 
Loader tynes (pallet forks). The operator misjudged the fork tyne pockets of the pallet the concrete block was sitting 
on and inadvertently pushed the concrete block off the side of the flatbed truck. 
The concrete block weighed ~1.3 tonne and fell ~1.4m before rolling onto its side and coming to rest on the ground 
near a container on the opposite side of the flatbed truck.",0,SOURCE_GROUNDED,0,0,0,0,0,0,0,0,0
OILPS_IOGP_HPE_0016,IOGP_HPE,"During pallet racking activities in the warehouse, a forklift was in the process of lifting a pallet to the third shelf. The 
load backrest of the forklift inadvertently contacted another pallet directly above (load approximately 240kg) stored 
on the fourth shelf which dislodged and fell approximately 5.6m to grade. No personnel were injured. There was one 
nearby person 7 meters away.",0,SOURCE_GROUNDED,0,0,0,0,0,0,0,0,0
OILPS_IOGP_HPE_0017,IOGP_HPE,"IP1 observed visible bulging of a drain hose and proceeded to disconnect it. Although the associated compressor 
had been isolated, the hose remained connected to the main drainage manifold, which was linked to 24 
compressors.
The hose remained pressurized, and upon disconnection it struck the IP1 on the left hand and lower leg, and 
subsequently impacting IP2’s hand as they attempted to assist. As a result, IP1 and IP2 were injured.",0,SOURCE_GROUNDED,0,0,0,0,0,0,0,0,0
OILPS_IOGP_HPE_0018,IOGP_HPE,"Whilst departing the north berth of the supply base wharf, the contractor inspection maintenance repair vessel 
began moving starboard and aft whilst the forward fender was being lifted and recovered using the vessel’s crane.
20
Safety performance indicators – 2025 data: High potential event reports
===PAGE_21===
ASIA/AUSTRALASIA ONSHORE",0,SOURCE_GROUNDED,0,0,0,0,0,0,0,0,0
OILPS_IOGP_HPE_0019,IOGP_HPE,"A crew member stepped out of a cherry picker while connecting a hydraulic hose to the Annular BOP, lost balance, 
and fell onto the cellar-pit grating. Subsequent hospital evaluation confirmed a left zygomatic bone fracture.",0,SOURCE_GROUNDED,0,0,0,0,0,0,0,0,0
OILPS_IOGP_HPE_0020,IOGP_HPE,"2-7/8"" tubing was released from the lifting cap and hit the back of the right shoulder.",0,SOURCE_GROUNDED,0,0,0,0,0,0,0,0,0
OILPS_IOGP_HPE_0021,IOGP_HPE,"During hot work activities to replace process lines, the flange of a service water line was broken. This resulted in a 
release of water followed by a hydrocarbon/water emulsion. There was no CO/LEL detected and the material was 
removed by flushing with service water. Despite a very minor, intermittent liquid release (droplets) from the open 
line, work activities continued to cut an upstream service water line. About 10-15 minutes later, a fire ignited from 
the open process nozzle.",0,SOURCE_GROUNDED,0,0,0,0,0,0,0,0,0
OILPS_IOGP_HPE_0022,IOGP_HPE,Fly jib on mobile crane fell to the floor.,0,SOURCE_GROUNDED,0,0,0,0,0,0,0,0,0
OILPS_IOGP_HPE_0023,IOGP_HPE,"Whilst lifting a pennant on deck as part of a lifting activity (~56.2m length, static weight 16.2 mT), a tagline was in 
a basket arrangement around the rigging to provide stability. The tagline had a single wrap on the generator lifting 
frame, used as an anchor point. During the lift, the involved person who had been on deck dogging the load in a safe 
location, moved to a location positioned between the generator and stored deck boards.
As the generator tilted, it trapped the involved person against a stack of wooden deck boards. The involved person 
received an injury that required Medevac to an onshore medical facility for further treatment.",0,SOURCE_GROUNDED,0,0,0,0,0,0,0,0,0
OILPS_IOGP_HPE_0024,IOGP_HPE,Employee fell into well cellar.,0,SOURCE_GROUNDED,0,0,0,0,0,0,0,0,0
OILPS_IOGP_HPE_0025,IOGP_HPE,Cut through live supply line.,0,SOURCE_GROUNDED,0,0,0,0,0,0,0,0,0
OILPS_IOGP_HPE_0026,IOGP_HPE,"When filling a mud tank with brine to prepare for cleaning of the tank, the transfer hose became dislodged, fell 
towards the ground (2.6m) and began to whip. The hose struck the pump operator’s leg, who suffered a ruptured 
Achilles tendon. The operator required surgery, classifying this as a Lost Work Day Case under IOGP guidelines. The 
incident is considered high potential, as the heavy hose coupling could have caused a fatality if it struck the head of 
the injured person when it fell.",0,SOURCE_GROUNDED,0,0,0,0,0,0,0,0,0
OILPS_IOGP_HPE_0027,IOGP_HPE,"On 8 October 2025 on an offshore rig, a lifting operation was underway to land an 11.8 m, 2.67 ton bottom hole 
assembly (BHA) into a storage basket on the riser deck. During the final positioning, the BHA made a sudden 
uncontrolled movement. The forward end either contacted the basket edge, rotating the load toward the injured 
person, or the crane made an unintended movement. The injured person was positioned in a narrow space between 
riser guide posts with no escape route available. He had earlier climbed onto adjacent baskets and manually guided 
the load several times to open covers in the inner basket. The BHA struck him in the chest and compressed him 
against another basket. Emergency response was immediate, and medical evacuation was carried out via search 
and rescue (SAR) helicopter. The investigation identified multiple human, organisational, technical, and task-related 
contributors including lack of hands-free lifting, trainee crane operator without supervision, congested deck layout, 
communication challenges, inadequate planning, and procedural non-compliance.",0,SOURCE_GROUNDED,0,0,0,0,0,0,0,0,0
OILPS_IOGP_HPE_0028,IOGP_HPE,"An operator was removing a grating panel with manual handling hooks on the weather deck. 
During the operation, the grating unhooked from the manual handling tools and fell through the opening, hit a cable 
gate before landing on the underlying deck, approximately 10 meters below. The grating measures 1x1 meter and 
weighs 52,4 kg which gives a kinetic energy of 5149, 44 Joules. No one was injured, but under slightly changed 
circumstances people could have been in the line of fire as the deck was not cordoned off and there was a work 
team close to the area where it dropped.",0,SOURCE_GROUNDED,0,0,0,0,0,0,0,0,0
OILPS_IOGP_HPE_0029,IOGP_HPE,A worker was seriously injured when he fell from a height of 4.4 metres.,0,SOURCE_GROUNDED,0,0,0,0,0,0,0,0,0
OILPS_IOGP_HPE_0030,IOGP_HPE,Sucker rod broke consequently elevator dropped.,0,SOURCE_GROUNDED,0,0,0,0,0,0,0,0,0
OILPS_IOGP_HPE_0031,IOGP_HPE,"During platform crane lifting operations to land a container on the main deck North landing, the IP sustained 
a crush/impact injury to shoulder/ribs. The crane and container were made safe and the individual treated by 
platform advanced first aider followed by coastguard medevac for further assessment.",0,SOURCE_GROUNDED,0,0,0,0,0,0,0,0,0
OILPS_IOGP_HPE_0032,IOGP_HPE,Loss of Primary Containment – Methanol Release.,0,SOURCE_GROUNDED,0,0,0,0,0,0,0,0,0
OILPS_IOGP_HPE_0033,IOGP_HPE,"Jack failed, with load moving towards personnel. No injuries however fatality as worst case potential outcome.",0,SOURCE_GROUNDED,0,0,0,0,0,0,0,0,0
OILPS_IOGP_HPE_0034,IOGP_HPE,"Scaffold pole dropped to deck during handling operations. No injuries however dropped object calculator indicates 
fatality as worst case potential outcome.",0,SOURCE_GROUNDED,0,0,0,0,0,0,0,0,0
OILPS_IOGP_HPE_0036,IOGP_HPE,"A forklift driver’s ankle was struck by a spreader bar during offloading from a truck at the logistics base. There 
were no lifting pockets welded onto the bar. In past lifting operations, the spreader bar had been placed on wooden 
blocks on the truck bed and lifted directly on the forks of a forklift. This time the wooden blocks were not in place. 
The truck driver and the forklift driver decided to lift the spreader bar off the truck by hooking hoisting slings 
attached to the spreader bar and to the forklift forks, crossing them to reduce the length of the slings. During 
hoisting, the spreader bar rotated and swung into the forklift cabin, hitting the driver’s ankle. The forklift cabin door 
had been left open to improve communication between the drivers.",0,SOURCE_GROUNDED,0,0,0,0,0,0,0,0,0
OILPS_IOGP_HPE_0037,IOGP_HPE,"On an offshore drilling rig, on 1 September 2025, personnel and marine crew were installing handrails on top of a 
unit on the main deck. Handrail sections (60–90 kg) were lifted by deck crane to the top of the unit, where an operator 
worked at height to receive and install them, using fall-arrest equipment. The operator initially attached his lanyard 
to the stairs, then to handrail, and later to another section to reach the final corner section. To fit the last section, he 
had to lift and adjust some of the handrail. The locking pins were weakly retained and the chain/carabiner secondary 
securing arrangement did not prevent them from sliding out. The section of the handrail tilted and fell, pulling the 
operator with it. He fell approximately 4.3 m to deck, landing partly on the fallen handrail. The incident resulted in an 
LTI and a dropped object with calculated energy of 2733 J, with assessed potential for a single fatality.",0,SOURCE_GROUNDED,0,0,0,0,0,0,0,0,0
OILPS_IOGP_HPE_0038,IOGP_HPE,"In connection with a pigging operation on an offshore installation, several pigs weighing 35 - 40 kg were lowered 
from a scaffold using rope, as the pig receiver was placed 5m above the turret deck. When the last pig was being 
lowered, the knot loosened, and the pig fell onto the turret deck and then bounced outside the barrier and down 
onto the tank deck. No one was injured and there was no significant material damage.",0,SOURCE_GROUNDED,0,0,0,0,0,0,0,0,0
OILPS_IOGP_HPE_0039,IOGP_HPE,Collision between northern crane and derrick resulting in falling objects.,0,SOURCE_GROUNDED,0,0,0,0,0,0,0,0,0
OILPS_IOGP_HPE_0040,IOGP_HPE,"Two personnel experienced symptoms of severe oxygen deficiency during inspection work, but managed to self-
evacuate safely. Subsequent measurements confirmed low oxygen levels inside the enclosure, linked to nitrogen 
ingress from the turbine seal system combined with a lack of ventilation.",0,SOURCE_GROUNDED,0,0,0,0,0,0,0,0,0
OILPS_IOGP_HPE_0041,IOGP_HPE,"During preparations for installing a 20’’ sealing ring on the platform on 2 July 2025, a technician tested the ring 
for fit before the lift operation. The 7.1 kg ring slipped from the technician’s hands and fell 6.35 meters to the deck 
below, landing approximately two meters from a mechanic who was grinding at deck level. The ring then bounced 
and struck the mechanic on the arm. The mechanic received a first-aid level impact with no observable injury. The 
event had a severe potential for fatality due to the weight and fall height. The ring had been brought into the elevated 
work area earlier than planned, the area was insufficiently barricaded, and the test occurred without notification to 
the crew below. Multiple procedural, communication and barrier-management weaknesses contributed.",0,SOURCE_GROUNDED,0,0,0,0,0,0,0,0,0
OILPS_IOGP_HPE_0042,IOGP_HPE,Gangway disconnect during personnel transfer.,0,SOURCE_GROUNDED,0,0,0,0,0,0,0,0,0
OILPS_IOGP_HPE_0043,IOGP_HPE,"During the night shift, the crew attempted to release an anchor latch tool from a permanent packer using a straight 
pull of 60 klbs (including 55 klbs string weight) without success. Following contractors’ procedures, the string 
was tensioned with 5 klbs over string weight and rotated manually, but no movement was observed. Based on 
contractors’ instructions, power tongs were partially used due to the absence of a power swivel on site.
During the sixth right-hand turn with a 5 klbs overpull, the 2-7/8"" tubing coupling connected to the safety valve backed 
off and fell approximately 21 ft onto the rig floor, then a further 14 ft to the ground. At the same time, the tubing string 
settled approximately 6 ft into the packer. The combined weight of the coupling and safety valve was 36.5 kg.",0,SOURCE_GROUNDED,0,0,0,0,0,0,0,0,0
OILPS_IOGP_HPE_0044,IOGP_HPE,"While dismantling a scaffold, a contractor accidentally dropped a scaffold board. The board struck a 0.5-inch, 32-bar 
pressurized tube, causing physical damage to the tube and resulting in a gas leak.",0,SOURCE_GROUNDED,0,0,0,0,0,0,0,0,0
OILPS_IOGP_HPE_0045,IOGP_HPE,"During maintenance activities, an electrical arc occurred in Switch Rack 6 LV, resulting in electrical burns to two 
electrical technicians. The injured personnel received immediate evacuation to the clinic for initial medical attention 
before being transferred to the Hospital for further treatment.",0,SOURCE_GROUNDED,0,0,0,0,0,0,0,0,0
OILPS_IOGP_HPE_0046,IOGP_HPE,"A contractor working in the Telecoms room at Central Control Building was found removing a light fixture from the 
ceiling without ensuring the power was fully isolated. The light was part of an energized circuit, switched off only at 
the local lighting switch. With the light removed, the exposed flex had bare copper ends, live and hanging from the 
ceiling. The worker, on metal steps, was at risk of electrocution if someone had entered and switched on the lights",0,SOURCE_GROUNDED,0,0,0,0,0,0,0,0,0
OILPS_IOGP_HPE_0047,IOGP_HPE,"Observed that a Contractor Scaffolder working at 12m height on a Piperack without using his fall protection, 
standing on the hanging scaffold platform without using his double lanyards attached to a suitable anchor point and 
there was no handrail in place for fall prevention.",0,SOURCE_GROUNDED,0,0,0,0,0,0,0,0,0
OILPS_IOGP_HPE_0048,IOGP_HPE,"A Contractor scaffolder was dismantling a scaffold by removing a 3m high scaffold standard at a height of 11.5m, 
without using lanyards and passing the scaffold standard to a colleague below.",0,SOURCE_GROUNDED,0,0,0,0,0,0,0,0,0
OILPS_IOGP_HPE_0049,IOGP_HPE,"A forklift operator was pulling a service hose from the backyard to the rig location, the operator raised the boom 
to a higher position. During this operation, the boom came into contact with a deadline data cable positioned 
approximately 5 meters high on overhead line stands. As a result, the cable fell and sustained minor damage. There 
were no injuries or harm to personnel",0,SOURCE_GROUNDED,0,0,0,0,0,0,0,0,0
OILPS_IOGP_HPE_0050,IOGP_HPE,"During space-out of the traveling block to function-test the power tong, the Driller hoisted the traveling block with 
the working string. When the string was about 2 meters above the rig floor, the Driller applied the brake. At that 
moment, the traveling block and working string suddenly moved down to the rig floor. Work string landed on the slip 
and travelling block stopped moving where the brake was activated.",0,SOURCE_GROUNDED,0,0,0,0,0,0,0,0,0
OILPS_IOGP_HPE_0051,IOGP_HPE,"A contractor mechanical field service representative and mechanical team had disconnected the export gas 
compressor gas turbine’s primary and secondary flexible fuel gas hoses. After disconnecting the hoses, the 
contractor field service representative was on the back side of the gas turbine while the mechanical technicians 
were on the front side. While lying beneath the gas turbine to check the water wash drain tube under the gas 
turbine, pressure was released, causing the loose hoses to swing.",0,SOURCE_GROUNDED,0,0,0,0,0,0,0,0,0
OILPS_IOGP_HPE_0052,IOGP_HPE,Company pickup truck collided with a concrete barrier at a diversion point.,0,SOURCE_GROUNDED,0,0,0,0,0,0,0,0,0
OILPS_IOGP_HPE_0053,IOGP_HPE,"A steel structure crew was modifying a permanent grating platform handrail when a crowbar (weight approximately 
0.72kg) fell from the platform (height 20 metres) and landed on the ground below in an unbarricaded area. No 
person injury occurred or was reported.",0,SOURCE_GROUNDED,0,0,0,0,0,0,0,0,0
OILPS_IOGP_HPE_0054,IOGP_HPE,"A gate door (two sections) of the Blasting Shop toppled over due to strong winds (approximately 16m/s). Each door 
section measures 7.5m x 4m and weighs approx. 425kg. They landed on the ground and came to rest on a pipe 
stand, resulting in damage to the cladding and frame. The incident occurred next to a pedestrian walkway, but no 
personnel were in the vicinity at the time. No personal Injury was reported",0,SOURCE_GROUNDED,0,0,0,0,0,0,0,0,0
OILPS_IOGP_HPE_0055,IOGP_HPE,"A trailer driver was transporting six concrete barriers (3.5t each) on a flatbed trailer. The barriers were stacked in 
two rows (three in each row), with one cargo lashing belt securing two concrete barriers each. While the trailer was 
travelling on the bumpy road, the driver noticed that one of the lashing belts securing the rear concrete barriers 
had broken, causing the load to shift slightly towards the edge of the trailer. He pulled over to address the situation. 
Fortunately, no injuries or damage occurred.",0,SOURCE_GROUNDED,0,0,0,0,0,0,0,0,0
OILPS_IOGP_HPE_0056,IOGP_HPE,"During welding activities, the fire watch for the naked flame activity received an electrical shock when attempting to 
shift an electrical welding rod oven.",0,SOURCE_GROUNDED,0,0,0,0,0,0,0,0,0
OILPS_IOGP_HPE_0057,IOGP_HPE,"A telehandler operator was moving a 714kg pipe spool when he observed a trailer blocking his access. The operator 
pulled the telehandler over to the side waiting for the trailer to move away. When the trailer moved, the operator 
started to reverse the telehandler. After reversing approximately 2 metres, the front right tyre of the telehandler 
failed and exploded. The release of pressure ejected the tyre 7 metres away from the telehandler. The primary 
locking rim (weight 19.3kg) and the secondary locking rim (weight 2.3kg) were ejected from the split rim, causing 
the primary locking rim to land 50 metres away and the secondary locking rim to land 70 metres away. No injuries 
were reported. The Flagman and Rigger were positioned behind the telehandler approximately 5 metres away.",0,SOURCE_GROUNDED,0,0,0,0,0,0,0,0,0
OILPS_IOGP_HPE_0058,IOGP_HPE,"An 800-ton crawler crane and a 280-ton crawler crane had concluded lifting operations and were idle. A civil crew 
requested the 800-ton crane operator to reposition the hook so they could avoid working under it. While slewing, the 
boom tip section of the 800-ton crawler crane contacted the wire rope of the stationary 280-ton crawler crane. The 
crane was operating within a barricaded area. No visible damage was found on both crawler cranes, and there were 
no injuries",0,SOURCE_GROUNDED,0,0,0,0,0,0,0,0,0
OILPS_IOGP_HPE_0059,IOGP_HPE,"While a Wellhead Engineer was installing a side outlet valve at the wellhead deck, a Floor Man was preparing 
downhole guides on the upper deck level, but one down hole guide clamp, weighing 7 kg, slipped and dropped 
through open hatch and hit the right middle side of the hard hat above the brim and landed in the grating, causing 
the IP to fall on to the grating resulting in bruises to his right forehead and injury to his right knee.",0,SOURCE_GROUNDED,0,0,0,0,0,0,0,0,0
OILPS_IOGP_HPE_0060,IOGP_HPE,Power cable damage during excavation.,0,SOURCE_GROUNDED,0,0,0,0,0,0,0,0,0
OILPS_IOGP_HPE_0061,IOGP_HPE,"Workers were unloading sandbags from the bucket of a wheel loader. While unloading the sandbags, a worker’s left 
foot was under the loader’s bucket. The bucket was inadvertently lowered, resulting in a crush injury to the worker 
(hereinafter referred to as the injured person or IP).",0,SOURCE_GROUNDED,0,0,0,0,0,0,0,0,0
OILPS_IOGP_HPE_0062,IOGP_HPE,"On 30/04/2025, a High Potential (HIPO) occurred when a crane’s counterweight of 15 tonnes fell off the trailer due 
to failure in the securing belt. The trailer was moving from the laydown area to the well-pad. No personnel injuries 
were reported.",0,SOURCE_GROUNDED,0,0,0,0,0,0,0,0,0
OILPS_IOGP_HPE_0063,IOGP_HPE,"After completing the second gyro survey, the crew began rigging down. On the platform deck, a tugger line was 
attached to the gyro tool as secondary retention. The tool was lifted to the rig floor using the wireline. Once above 
the rotary table, the wireline gooseneck was installed on top of the tool. As the tugger was spooled in to take the 
tool’s weight, its swivel caught the gooseneck, pulling it off. The gooseneck, weighing 2.3 kg, fell approximately 50 ft 
from the rotary table to the platform deck.",0,SOURCE_GROUNDED,0,0,0,0,0,0,0,0,0
OILPS_IOGP_HPE_0064,IOGP_HPE,"During racking-back a 7” landing joint using the Monkey board forward pullback tugger, the line parted, causing 
the parted hook and line to fall from the Monkey board to the rig floor. No one was injured or struck by the dropped 
object. 3 crew members were in the Red Zone at the time of the Dropped Object. Hook weighed 0.75kg and dropped 
83ft approx.",0,SOURCE_GROUNDED,0,0,0,0,0,0,0,0,0
OILPS_IOGP_HPE_0065,IOGP_HPE,"The rig crew were in the process of nipple down the bell nipple mandrel. While positioning the multi purpose crane 
for installing the bell nipple lifting slings the man basket (354kg), which was holding 2 persons, dislodged from the 
main structure of the crane and fell approx.16.5m to the top deck of the platform. Neither of the 2 persons fell as 
they were suspended by their harness and inertia reels. Both personnel were recovered in 2 minutes. One of the 2 
personnel received first aid treatment for slight swelling.",0,SOURCE_GROUNDED,0,0,0,0,0,0,0,0,0
OILPS_IOGP_HPE_0066,IOGP_HPE,"During the workboat transfer operation, workboat was transferred from the laydown area to the transport vessel 
main deck and positioned in its transport cradle. During final positioning, the vessel could not remain steady. As a 
result, the workboat swung into a nearby Cargo Carrying Unit (CCU), causing damage to the hull. A crew member 
handling a tag line was exposed to risk and was nearly caught between the CCU and the swinging workboat.",0,SOURCE_GROUNDED,0,0,0,0,0,0,0,0,0
OILPS_IOGP_HPE_0067,IOGP_HPE,"Two project contractors were observed working outside the handrail on structural beams approximately 30 meters 
above sea level. They were without the required fall-prevention barriers or authorized permits. Both individuals 
faced an uncontrolled fall-from-height hazard, posing a significant risk where survivability is minimal and multiple 
fatalities could occur.",0,SOURCE_GROUNDED,0,0,0,0,0,0,0,0,0
OILPS_IOGP_HPE_0068,IOGP_HPE,"IP was working alone and attempted to disconnect a 2"" airline which was pressurized. An assumption was made 
that line was de-pressurized without being verified - line was still connected to an air compressor. Upon release, 
hose kicked back striking IPs hand and helmet.",0,SOURCE_GROUNDED,0,0,0,0,0,0,0,0,0
OILPS_IOGP_HPE_0069,IOGP_HPE,"On May 20, 2025, a worker was engaged in repositioning a spec blind from the closed to the open position on the 
flare line, in preparation to de-isolate the unit for commissioning activities. During this activity, the worker was 
exposed to a gas/energy release from the down steam side of the isolated gate valve at the open flange pair. Worker 
required rescue from heights and was provided onsite first aid; worker was transported to a local hospital for 
further medical assessment where it was determined worker sustained bruised ribs and a concussion. Worker was 
released from hospital the same day.",0,SOURCE_GROUNDED,0,0,0,0,0,0,0,0,0
OILPS_IOGP_HPE_0070,IOGP_HPE,"During a fluid-hauling task, water transfer to a tank truck was completed and the hose was disconnected. A valve 
was found not fully closed, and hot fluid sprayed during subsequent valve manipulation. The job was stopped, 
emergency medical response was initiated, and the well/site was shut down to support response and control the 
release.",0,SOURCE_GROUNDED,0,0,0,0,0,0,0,0,0
OILPS_IOGP_HPE_0071,IOGP_HPE,"During offloading of a delivery of structural steel, a stacked load became unstable while the final securement strap 
was being removed. A beam fell from the trailer and struck a worker. Emergency response was initiated, the beam 
was removed from contact, and the worker was transported for medical assessment and treatment.",0,SOURCE_GROUNDED,0,0,0,0,0,0,0,0,0
